Designator Footprint               Mid X         Mid Y         Ref X         Ref Y         Pad X         Pad Y TB      Rotation Comment        

SCHOTTKY18 LED0603           3838.331mil    724.748mil       3838mil        725mil   3838.331mil    667.937mil  B        180.00                
LY 41      LED0603           3894.917mil     1999.8mil   3894.917mil     1999.8mil   3935.917mil     1999.8mil  T        360.00                
LY 42      LED0603           3894.917mil     1873.8mil   3894.917mil     1873.8mil   3935.917mil     1873.8mil  T        360.00                
LY 43      LED0603           3894.917mil     1747.8mil   3894.917mil     1747.8mil   3935.917mil     1747.8mil  T        360.00                
LY 44      LED0603           3894.917mil     1621.8mil   3894.917mil     1621.8mil   3935.917mil     1621.8mil  T        360.00                
LY 45      LED0603           3894.917mil     1495.8mil   3894.917mil     1495.8mil   3935.917mil     1495.8mil  T        360.00                
LY 46      LED0603           3894.917mil     1369.8mil   3894.917mil     1369.8mil   3935.917mil     1369.8mil  T        360.00                
LY 47      LED0603           3894.917mil     1243.8mil   3894.917mil     1243.8mil   3935.917mil     1243.8mil  T        360.00                
LY 48      LED0603           3894.917mil     1117.8mil   3894.917mil     1117.8mil   3935.917mil     1117.8mil  T        360.00                
LY 49      LED0603           2887.078mil   3031.567mil   2887.078mil   3031.567mil   2928.078mil   3031.567mil  T        360.00                
LY 50      LED0603           2300.078mil   3031.567mil   2300.078mil   3031.567mil   2341.078mil   3031.567mil  T        360.00                
LY 51      LED0603           1712.078mil   3031.567mil   1712.078mil   3031.567mil   1753.078mil   3031.567mil  T        360.00                
LY 52      LED0603           1125.078mil   3031.567mil   1125.078mil   3031.567mil   1166.078mil   3031.567mil  T        360.00                
LR 132     LED0603           2728.803mil   2718.315mil   2728.803mil   2718.315mil   2728.803mil   2759.315mil  T         90.00                
LR 131     LED0603           2141.803mil   2718.315mil   2141.803mil   2718.315mil   2141.803mil   2759.315mil  T         90.00                
LR 130     LED0603           1550.866mil   2718.315mil   1550.866mil   2718.315mil   1550.866mil   2759.315mil  T         90.00                
LR 129     LED0603            962.134mil   2718.315mil    962.134mil   2718.315mil    962.134mil   2759.315mil  T         90.00                
LY 57      LED0603           2885.417mil       2441mil   2885.417mil       2441mil   2926.417mil       2441mil  T          0.00                
LY 58      LED0603           2298.417mil       2441mil   2298.417mil       2441mil   2339.417mil       2441mil  T          0.00                
LY 59      LED0603           1711.417mil       2441mil   1711.417mil       2441mil   1752.417mil       2441mil  T          0.00                
LY 60      LED0603           1124.417mil       2441mil   1124.417mil       2441mil   1165.417mil       2441mil  T          0.00                
LY 61      LED0603           2885.417mil   2315.937mil   2885.417mil   2315.937mil   2926.417mil   2315.937mil  T          0.00                
LY 62      LED0603           2298.417mil   2315.937mil   2298.417mil   2315.937mil   2339.417mil   2315.937mil  T          0.00                
LY 63      LED0603           1711.417mil   2315.937mil   1711.417mil   2315.937mil   1752.417mil   2315.937mil  T          0.00                
LY 64      LED0603           1124.417mil   2315.937mil   1124.417mil   2315.937mil   1165.417mil   2315.937mil  T          0.00                
LY 65      LED0603           2885.417mil   2188.874mil   2885.417mil   2188.874mil   2926.417mil   2188.874mil  T          0.00                
LY 66      LED0603           2298.417mil   2188.874mil   2298.417mil   2188.874mil   2339.417mil   2188.874mil  T          0.00                
LY 67      LED0603           1711.417mil   2188.874mil   1711.417mil   2188.874mil   1752.417mil   2188.874mil  T          0.00                
LY 68      LED0603           1124.417mil   2188.874mil   1124.417mil   2188.874mil   1165.417mil   2188.874mil  T          0.00                
LY 69      LED0603            678.937mil       1917mil    678.937mil       1917mil    719.937mil       1917mil  T          0.00                
LY 70      LED0603            501.937mil       1917mil    501.937mil       1917mil    542.937mil       1917mil  T          0.00                
LY 71      LED0603            324.937mil       1917mil    324.937mil       1917mil    365.937mil       1917mil  T          0.00                
LY 75      LED0603            324.937mil       1556mil    324.937mil       1556mil    365.937mil       1556mil  T          0.00                
LY 76      LED0603            501.937mil       1556mil    501.937mil       1556mil    542.937mil       1556mil  T          0.00                
LY 77      LED0603            678.937mil       1556mil    678.937mil       1556mil    719.937mil       1556mil  T          0.00                
LR 183     LED0603           3511.646mil   1296.567mil   3511.646mil   1296.567mil   3552.646mil   1296.567mil  T          0.00                
LR 180     LED0603            324.614mil   1297.063mil    324.614mil   1297.063mil    365.614mil   1297.063mil  T          0.00                
LR 181     LED0603            502.488mil   1297.063mil    502.488mil   1297.063mil    543.488mil   1297.063mil  T          0.00                
LR 182     LED0603            680.362mil   1297.063mil    680.362mil   1297.063mil    721.362mil   1297.063mil  T          0.00                
LY 82      LED0603            947.433mil   1297.063mil    947.433mil   1297.063mil    988.433mil   1297.063mil  T          0.00                
LY 83      LED0603           1101.307mil   1297.063mil   1101.307mil   1297.063mil   1142.307mil   1297.063mil  T          0.00                
LY 84      LED0603           1255.181mil   1297.063mil   1255.181mil   1297.063mil   1296.181mil   1297.063mil  T          0.00                
LY 85      LED0603           1407.992mil   1297.063mil   1407.992mil   1297.063mil   1448.992mil   1297.063mil  T          0.00                
LY 86      LED0603            1632.74mil   1297.063mil    1632.74mil   1297.063mil    1673.74mil   1297.063mil  T          0.00                
LY 87      LED0603           1786.614mil   1297.063mil   1786.614mil   1297.063mil   1827.614mil   1297.063mil  T          0.00                
LY 88      LED0603           1940.488mil   1297.063mil   1940.488mil   1297.063mil   1981.488mil   1297.063mil  T          0.00                
LY 89      LED0603           2094.362mil   1297.063mil   2094.362mil   1297.063mil   2135.362mil   1297.063mil  T          0.00                
LY 78      LED0603           2319.047mil   1297.063mil   2319.047mil   1297.063mil   2360.047mil   1297.063mil  T          0.00                
LY 79      LED0603           2472.921mil   1297.063mil   2472.921mil   1297.063mil   2513.921mil   1297.063mil  T          0.00                
LY 80      LED0603           2626.795mil   1297.063mil   2626.795mil   1297.063mil   2667.795mil   1297.063mil  T          0.00                
LY 81      LED0603           2780.669mil   1297.063mil   2780.669mil   1297.063mil   2821.669mil   1297.063mil  T          0.00                
SW13       key4p             2501.696mil    374.472mil   2501.696mil    374.473mil   2590.279mil    216.992mil  T         90.00 tactile key    
SW12       key4p              2816.57mil    374.472mil    2816.57mil    374.473mil   2905.153mil    216.992mil  T         90.00 tactile key    
SW11       key4p             3131.507mil    374.472mil   3131.507mil    374.473mil    3220.09mil    216.992mil  T         90.00 tactile key    
SW10       key4p             3446.381mil    374.472mil   3446.381mil    374.473mil   3534.964mil    216.992mil  T         90.00 tactile key    
SW6        key4p             4757.877mil    374.472mil   4757.877mil    374.473mil    4846.46mil    216.992mil  T         90.00 tactile key    
SW7        key4p             4443.003mil    374.472mil   4443.003mil    374.473mil   4531.586mil    216.992mil  T         90.00 tactile key    
SW8        key4p             4128.066mil    374.472mil   4128.066mil    374.473mil   4216.649mil    216.992mil  T         90.00 tactile key    
SW9        key4p             3813.192mil    374.472mil   3813.192mil    374.473mil   3901.775mil    216.992mil  T         90.00 tactile key    
SW5        key4p             5124.688mil    374.472mil   5124.688mil    374.473mil   5213.271mil    216.992mil  T         90.00 tactile key    
SW4        key4p             5439.562mil    374.472mil   5439.562mil    374.473mil   5528.145mil    216.992mil  T         90.00 tactile key    
SW3        key4p             5754.499mil    374.472mil   5754.499mil    374.473mil   5843.082mil    216.992mil  T         90.00 tactile key    
SW2        key4p             6069.373mil    374.472mil   6069.373mil    374.473mil   6157.956mil    216.992mil  T         90.00 tactile key    
SW1        key4p             6435.121mil    374.472mil   6435.121mil    374.473mil   6523.704mil    216.992mil  T         90.00 tactile key    
SW14       key4p             2117.885mil    374.472mil   2117.885mil    374.473mil   2206.468mil    216.992mil  T         90.00 tactile key    
SW15       key4p             1803.011mil    374.472mil   1803.011mil    374.473mil   1891.594mil    216.992mil  T         90.00 tactile key    
SW16       key4p             1488.074mil    374.472mil   1488.074mil    374.473mil   1576.657mil    216.992mil  T         90.00 tactile key    
SW17       key4p               1173.2mil    374.472mil     1173.2mil    374.473mil   1261.783mil    216.992mil  T         90.00 tactile key    
SW18       key4p              815.326mil    374.472mil    815.326mil    374.473mil    903.909mil    216.992mil  T         90.00 tactile key    
SW20       key4p             3427.945mil   2828.767mil   3427.945mil   2828.767mil   3270.465mil   2917.349mil  B        360.00 tactile key    
U3         LED0603           3720.197mil   1323.499mil   3720.197mil   1323.499mil   3608.976mil   1361.885mil  B        180.00 74HC138        
U1         PCBComponent_1    3426.417mil       2150mil   3426.417mil       2150mil   3202.008mil   2244.488mil  B         90.00 PIC24FJ256GA704
U2         LED0603           3138.197mil   1323.499mil   3138.197mil   1323.499mil   3026.976mil   1361.885mil  B        180.00 74hc138        
R14        TANTALUM_KEMET_C   3016.917mil       1763mil   3046.417mil       1763mil   2987.417mil       1763mil  B        180.00 82R            
R15        TANTALUM_KEMET_C   3016.917mil       1842mil   3046.417mil       1842mil   2987.417mil       1842mil  B        180.00 82R            
R16        TANTALUM_KEMET_C   3016.917mil       1921mil   3046.417mil       1921mil   2987.417mil       1921mil  B        180.00 82R            
C1         TANTALUM_KEMET_C   3016.917mil       2021mil   3046.417mil       2021mil   2987.417mil       2021mil  B        180.00 100nF          
R32        TANTALUM_KEMET_C   3016.917mil       2358mil   3046.417mil       2358mil   2987.417mil       2358mil  B        180.00 150R           
R41        TANTALUM_KEMET_C   3016.917mil       2282mil   3046.417mil       2282mil   2987.417mil       2282mil  B        180.00 18K            
R31        TANTALUM_KEMET_C   3016.917mil       2206mil   3046.417mil       2206mil   2987.417mil       2206mil  B        180.00 150R           
R22        TANTALUM_KEMET_C   3016.917mil       2123mil   3046.417mil       2123mil   2987.417mil       2123mil  B        180.00 2K7            
C5         TANTALUM_KEMET_C   3383.417mil     1760.5mil   3383.417mil       1790mil   3383.417mil       1731mil  B        270.00 10uF           
R11        TANTALUM_KEMET_C   3302.417mil     1760.5mil   3302.417mil       1790mil   3302.417mil       1731mil  B        270.00 82R            
R12        TANTALUM_KEMET_C   3221.417mil     1760.5mil   3221.417mil       1790mil   3221.417mil       1731mil  B        270.00 82R            
R13        TANTALUM_KEMET_C   3140.417mil     1760.5mil   3140.417mil       1790mil   3140.417mil       1731mil  B        270.00 82R            
R20        TANTALUM_KEMET_C   3471.417mil     1760.5mil   3471.417mil       1790mil   3471.417mil       1731mil  B        270.00 2K7            
R17        TANTALUM_KEMET_C   3549.417mil     1760.5mil   3549.417mil       1790mil   3549.417mil       1731mil  B        270.00 82R            
R8         TANTALUM_KEMET_C   3627.417mil     1760.5mil   3627.417mil       1790mil   3627.417mil       1731mil  B        270.00 82R            
R7         TANTALUM_KEMET_C   3705.417mil     1760.5mil   3705.417mil       1790mil   3705.417mil       1731mil  B        270.00 82R            
R29        TANTALUM_KEMET_C   3820.917mil       2045mil   3791.417mil       2045mil   3850.417mil       2045mil  B        360.00 150R           
R30        TANTALUM_KEMET_C   3820.917mil       1961mil   3791.417mil       1961mil   3850.417mil       1961mil  B        360.00 150R           
R9         TANTALUM_KEMET_C   3820.917mil       1875mil   3791.417mil       1875mil   3850.417mil       1875mil  B        360.00 82R            
R10        TANTALUM_KEMET_C   3820.917mil       1795mil   3791.417mil       1795mil   3850.417mil       1795mil  B        360.00 82R            
C3         TANTALUM_KEMET_C   3820.917mil       2125mil   3791.417mil       2125mil   3850.417mil       2125mil  B        360.00 100nF          
R6         TANTALUM_KEMET_C   3820.917mil       2210mil   3791.417mil       2210mil   3850.417mil       2210mil  B        360.00 82R            
R5         TANTALUM_KEMET_C   3820.917mil       2288mil   3791.417mil       2288mil   3850.417mil       2288mil  B        360.00 82R            
R4         TANTALUM_KEMET_C   3820.917mil       2366mil   3791.417mil       2366mil   3850.417mil       2366mil  B        360.00 82R            
LR 151     LED0603               4964mil       1995mil       4964mil       1995mil       5005mil       1995mil  T        360.00                
R34        TANTALUM_KEMET_C   3151.417mil     3079.5mil   3151.417mil       3050mil   3151.417mil       3109mil  B         90.00 18K            
R35        TANTALUM_KEMET_C   3235.417mil     3079.5mil   3235.417mil       3050mil   3235.417mil       3109mil  B         90.00 18K            
R36        TANTALUM_KEMET_C   3319.417mil     3079.5mil   3319.417mil       3050mil   3319.417mil       3109mil  B         90.00 18K            
R39        TANTALUM_KEMET_C   3718.417mil     3079.5mil   3718.417mil       3050mil   3718.417mil       3109mil  B         90.00 18K            
R28        TANTALUM_KEMET_C   3640.417mil     3079.5mil   3640.417mil       3050mil   3640.417mil       3109mil  B         90.00 150R           
R38        TANTALUM_KEMET_C   3562.417mil     3079.5mil   3562.417mil       3050mil   3562.417mil       3109mil  B         90.00 18K            
R37        TANTALUM_KEMET_C   3475.417mil     3079.5mil   3475.417mil       3050mil   3475.417mil       3109mil  B         90.00 18K            
R27        TANTALUM_KEMET_C   3397.417mil     3079.5mil   3397.417mil       3050mil   3397.417mil       3109mil  B         90.00 150R           
R40        TANTALUM_KEMET_C   3796.417mil     3079.5mil   3796.417mil       3050mil   3796.417mil       3109mil  B         90.00 18K            
R33        TANTALUM_KEMET_C   3075.417mil     3079.5mil   3075.417mil       3050mil   3075.417mil       3109mil  B         90.00 18K            
R23        TANTALUM_KEMET_C   3053.417mil     2565.5mil   3053.417mil       2536mil   3053.417mil       2595mil  B         90.00 150R           
R19        TANTALUM_KEMET_C   3774.417mil     2565.5mil   3774.417mil       2536mil   3774.417mil       2595mil  B         90.00 2K7            
R1         TANTALUM_KEMET_C   3373.417mil     2565.5mil   3373.417mil       2536mil   3373.417mil       2595mil  B         90.00 82R            
R2         TANTALUM_KEMET_C   3450.417mil     2565.5mil   3450.417mil       2536mil   3450.417mil       2595mil  B         90.00 82R            
R3         TANTALUM_KEMET_C   3527.417mil     2565.5mil   3527.417mil       2536mil   3527.417mil       2595mil  B         90.00 82R            
C2         TANTALUM_KEMET_C   3617.417mil     2565.5mil   3617.417mil       2536mil   3617.417mil       2595mil  B         90.00 100nF          
R18        TANTALUM_KEMET_C   3695.417mil     2565.5mil   3695.417mil       2536mil   3695.417mil       2595mil  B         90.00 2K7            
R26        TANTALUM_KEMET_C   3288.417mil     2565.5mil   3288.417mil       2536mil   3288.417mil       2595mil  B         90.00 150R           
R25        TANTALUM_KEMET_C   3211.417mil     2565.5mil   3211.417mil       2536mil   3211.417mil       2595mil  B         90.00 150R           
R24        TANTALUM_KEMET_C   3129.417mil     2565.5mil   3129.417mil       2536mil   3129.417mil       2595mil  B         90.00 150R           
C4         TANTALUM_KEMET_C       3402mil     1365.5mil       3402mil       1336mil       3402mil       1395mil  B         90.00 10uF           
R42        TANTALUM_KEMET_C   3016.917mil       2434mil   3046.417mil       2434mil   2987.417mil       2434mil  B        180.00 18K            
SW19       key4p              448.326mil    374.472mil    448.326mil    374.473mil    536.909mil    216.992mil  T         90.00 tactile key    
R21        TANTALUM_KEMET_C   3820.917mil       2442mil   3791.417mil       2442mil   3850.417mil       2442mil  B        360.00 2K7            

